,Plant,source,target,weight
4,Saint Lucie,licensed_OP,supervisor_unspec,2
5,Saint Lucie,operators_unspec,operator_unspec,1
6,Saint Lucie,licensed_OP,operators_unspec,1
7,Saint Lucie,engineer_unspec,supervisor_unspec,1
8,Saint Lucie,licensed_OP,control_room_OP,1
9,Saint Lucie,chem_tech,control_room_OP,1
10,Saint Lucie,supervisor_unspec,operator_unspec,2
11,Saint Lucie,engineers_unspec,operators_unspec,2
12,Saint Lucie,shift_supervisor,engineer_unspec,1
13,Saint Lucie,operators_unspec,shift_technical_advisor,3
14,Saint Lucie,engineer_unspec,assistant_shift_sup,1
15,Saint Lucie,assistant_shift_sup,operator_unspec,2
16,Saint Lucie,operations_manager,operators_unspec,1
17,Saint Lucie,operators_unspec,supervisor,2
18,Saint Lucie,tech_unspec,supervisor,1
19,Saint Lucie,operator_unspec,operators_unspec,3
20,Saint Lucie,control_room_OP,supervisor_unspec,1
21,Saint Lucie,util_OP,supervisor_unspec,1
22,Saint Lucie,operator_unspec,operator_unspec,4
0,Sequoyah,operator_unspec,control_room_OP,22
1,Sequoyah,operator_unspec,operator_unspec,1
2,Sequoyah,quality_control,operator_unspec,1
3,Sequoyah,assistant_shift_sup,operator_unspec,2
4,Sequoyah,shift_manager,operator_unspec,1
5,Sequoyah,auxiliary_building_assistant,operator_unspec,1
6,Sequoyah,operator_unspec,operators_unspec,4
7,Sequoyah,shift_manager,assistant_shift_sup,1
8,Sequoyah,operators_unspec,engineers_unspec,1
9,Sequoyah,operators_unspec,operators_unspec,2
0,Summer,shift_supervisor,engineer_unspec,1
1,Summer,operator_unspec,CR_supervisor,1
2,Summer,operator_unspec,operator_unspec,1
0,Surry,shift_supervisor,fire_watch_staff,2
1,Surry,engineer_unspec,shift_supervisor,1
2,Surry,engineer_unspec,electrician,1
3,Surry,licensed_OP,operator_unspec,1
4,Surry,fire_watch_staff,fire_watch_staff,2
0,Turkey Point,supervisor_unspec,operators_unspec,1
1,Turkey Point,supervisor_unspec,operations_sup,1
2,Turkey Point,control_room_OP,shift_technical_advisor,1
3,Turkey Point,supervisor_unspec,operator_unspec,2
4,Turkey Point,operators_unspec,engineers_unspec,1
5,Turkey Point,operators_unspec,operators_unspec,1
0,Vogtle,shift_supervisor,operators_unspec,1
1,Vogtle,tech_unspec,shift_supervisor,1
2,Vogtle,procedure_writer,assistant_shift_sup,2
3,Vogtle,electrician,operator_unspec,1
4,Vogtle,technician_unspec,team_lead,3
5,Vogtle,procedure_writer,team_lead,2
6,Vogtle,assistant_shift_sup,team_lead,7
7,Vogtle,contractor_nonlicensed,electrician,1
8,Vogtle,technician_unspec,assistant_shift_sup,3
9,Vogtle,shift_supervisor,operator_unspec,2
10,Vogtle,shift_supervisor,shift_supervisor,1
0,Watts Bar,engineers_unspec,engineers_unspec,1
1,Watts Bar,supervisor_unspec,supervisor_unspec,1
2,Watts Bar,operator_unspec,s_reactor_operator,1
3,Watts Bar,operator_unspec,assistant_shift_sup,1
4,Watts Bar,auxiliary_building_assistant,maintenance_WKR,1
5,Watts Bar,shift_manager,control_room_OP,1
6,Watts Bar,operator_unspec,operators_unspec,16
7,Watts Bar,operators_unspec,maintenance_WKR,1
8,Watts Bar,operators_unspec,shift_manager,1
9,Watts Bar,operator_unspec,engineers_unspec,1
10,Watts Bar,supervisor_unspec,operators_unspec,1
11,Watts Bar,assistant_shift_sup,operator_unspec,10
12,Watts Bar,operators_unspec,operator_unspec,3
13,Watts Bar,shift_manager,supervisor_unspec,1
14,Watts Bar,shift_manager,operators_unspec,1
15,Watts Bar,operator_unspec,operator_unspec,3
