,Plant,source,target,weight
2,River Bend,CR_supervisor,operators_unspec,1
3,River Bend,contractor_nonlicensed,supervisor,1
4,River Bend,s_reactor_operator,control_room_sup,1
5,River Bend,tech_unspec,electrician,1
6,River Bend,operators_unspec,engineers_unspec,1
7,River Bend,operator_unspec,operator_unspec,1
0,San Onofre,operator_unspec,operator_unspec,1
1,San Onofre,engineer_unspec,control_room_OP,2
2,San Onofre,operator_unspec,assistant_shift_sup,1
3,San Onofre,operator_unspec,CR_supervisor,1
4,San Onofre,shift_technical_advisor,operator_unspec,1
5,San Onofre,engineer_unspec,supervisor_unspec,2
6,San Onofre,operator_unspec,engineers_unspec,1
7,San Onofre,assistant_shift_sup,operator_unspec,3
8,San Onofre,assistant_shift_sup,control_room_OP,2
9,San Onofre,operator_unspec,supervisor_unspec,2
10,San Onofre,shift_manager,shift_technical_advisor,2
11,San Onofre,assistant_shift_sup,assistant_shift_sup,1
0,South Texas,operator_unspec,operator_unspec,4
1,South Texas,engineer_unspec,engineer_unspec,1
2,South Texas,technician_unspec,technician_unspec,1
3,South Texas,operators_unspec,operators_unspec,2
4,South Texas,technician_unspec,operator_unspec,1
5,South Texas,licensed_OP,operators_unspec,3
6,South Texas,supervisor_unspec,operator_unspec,6
7,South Texas,control_room_OP,shift_supervisor,1
8,South Texas,control_room_OP,maintenance_WKR,1
9,South Texas,operators_unspec,maintenance_sup,1
10,South Texas,licensed_OP,operator_unspec,2
11,South Texas,operators_unspec,engineers_unspec,1
12,South Texas,shift_supervisor,operators_unspec,2
13,South Texas,operator_unspec,maintenance_WKR,1
14,South Texas,operator_unspec,supervisor_unspec,4
15,South Texas,shift_supervisor,operator_unspec,1
16,South Texas,control_room_OP,tech_unspec,1
17,South Texas,supervisor_unspec,tech_unspec,1
18,South Texas,licensed_OP,shift_supervisor,2
19,South Texas,control_room_OP,engineers_unspec,1
20,South Texas,maintenance_WKR,maintenance_WKR,1
0,Vermont Yankee,operators_unspec,shift_supervisor,2
1,Vermont Yankee,operator_unspec,operator_unspec,1
2,Vermont Yankee,technician_unspec,supervisor_unspec,1
3,Vermont Yankee,shift_supervisor,engineer_unspec,1
4,Vermont Yankee,engineers_unspec,supervisor,1
5,Vermont Yankee,plant_manager,resident_inspector,31
6,Vermont Yankee,technician_unspec,shift_supervisor,2
7,Vermont Yankee,operators_unspec,engineer_unspec,1
8,Vermont Yankee,licensed_OP,operators_unspec,1
9,Vermont Yankee,engineer_unspec,tech_unspec,1
0,Waterford,s_reactor_operator,CR_supervisor,3
1,Waterford,operator_unspec,operator_unspec,3
2,Waterford,CR_supervisor,operator_unspec,5
3,Waterford,technician_unspec,control_room_OP,1
4,Waterford,control_room_sup,control_room_OP,1
5,Waterford,shift_supervisor,control_room_sup,5
6,Waterford,shift_manager,CR_supervisor,2
7,Waterford,supervisor_unspec,CR_supervisor,1
8,Waterford,electrician,tech_unspec,1
9,Waterford,electrician,engineers_unspec,1
10,Waterford,operator_unspec,s_reactor_operator,1
11,Waterford,operators_unspec,CR_supervisor,2
12,Waterford,operator_unspec,CR_supervisor,2
13,Waterford,operator_unspec,technician_unspec,1
14,Waterford,tech_unspec,operators_unspec,1
15,Waterford,supervisor,operators_unspec,2
16,Waterford,electrician,operators_unspec,1
17,Waterford,tech_unspec,engineer_unspec,3
18,Waterford,quality_control,shift_supervisor,1
19,Waterford,shift_technical_advisor,technician_unspec,1
20,Waterford,shift_supervisor,electrician,2
21,Waterford,control_room_sup,operator_unspec,1
22,Waterford,operator_unspec,shift_technical_advisor,1
23,Waterford,control_room_sup,operators_unspec,1
24,Waterford,shift_manager,operator_unspec,1
25,Waterford,CR_supervisor,tech_unspec,1
26,Waterford,operators_unspec,licensed_OP,1
27,Waterford,supervisor_unspec,electrician,1
28,Waterford,tech_unspec,engineers_unspec,1
29,Waterford,shift_supervisor,shift_technical_advisor,1
30,Waterford,tech_unspec,supervisor,1
31,Waterford,control_room_sup,shift_supervisor,2
32,Waterford,shift_manager,shift_technical_advisor,1
33,Waterford,CR_supervisor,shift_technical_advisor,1
34,Waterford,engineer_unspec,engineer_unspec,2
0,Wolf Creek,technician_unspec,supervisor_unspec,1
1,Wolf Creek,operators_unspec,operators_unspec,1
2,Wolf Creek,reactor_OP,operators_unspec,1
3,Wolf Creek,shift_manager,operators_unspec,1
4,Wolf Creek,tech_unspec,shift_manager,2
5,Wolf Creek,supervisor,operators_unspec,2
6,Wolf Creek,shift_manager,tech_unspec,3
7,Wolf Creek,engineers_unspec,control_room_OP,1
8,Wolf Creek,control_room_OP,technician_unspec,1
9,Wolf Creek,supervisor_unspec,technician_unspec,1
10,Wolf Creek,supervisor_unspec,supervisor_unspec,1
